#         COST_U        COST_H      COST_D       COST_S       REGU_H       REGU_A          HPO 
1.6564589739 1.0755039454 0.0000000000 0.0000000006 0.0000000000 0.0000000000
1.6481871605 1.0516517162 0.0000000000 0.0000215687 -0.1405328214 0.0004418293
1.6505038738 1.0281645060 0.0000000000 0.0000743615 -0.2772193849 0.0054326812
1.6546672583 1.0051364899 0.0000000000 0.0001002641 -0.4081958234 0.0010953181
1.6603116989 0.9825879931 0.0000000000 0.0001393232 -0.5344802737 0.0036464864
1.6652711630 0.9605287313 0.0000000000 0.0001843901 -0.6568326950 0.0034184179
1.6686391830 0.9389549494 0.0000000000 0.0002247050 -0.7756244540 0.0015469774
1.6717745066 0.9178584814 0.0000000000 0.0002818216 -0.8910605311 0.0012387335
1.6749230623 0.8972281218 0.0000000000 0.0003558967 -1.0035151243 0.0021086410
1.6771723032 0.8770540357 0.0000000000 0.0004196952 -1.1132603884 0.0023139440
1.6789956093 0.8573257327 0.0000000000 0.0004847470 -1.2204254866 0.0016699194
1.6795313358 0.8380321264 0.0000000000 0.0005702184 -1.3251413107 0.0011732231
1.6798557043 0.8191705942 0.0000000000 0.0006608235 -1.4274907112 0.0012942466
1.6809859276 0.8007412553 0.0000000000 0.0007422340 -1.5277724266 0.0016373524
1.6817759275 0.7827440500 0.0000000000 0.0008281095 -1.6259992123 0.0016479982
1.6826243401 0.7651763558 0.0000000000 0.0009276466 -1.7221568823 0.0013424470
1.6836572886 0.7480337620 0.0000000000 0.0010268833 -1.8163113594 0.0011148679
1.6844252348 0.7313225865 0.0000000000 0.0011181588 -1.9084975719 0.0011582782
1.6839014292 0.7150216699 0.0000000000 0.0012154862 -1.9988256693 0.0013354146
1.6826260090 0.6991115808 0.0000000000 0.0013180786 -2.0873777866 0.0014352177
1.6814954281 0.6835788488 0.0000000000 0.0014140280 -2.1742539406 0.0013640089
1.6815538406 0.6684374213 0.0000000000 0.0015051095 -2.2594382763 0.0012442167
1.6817641258 0.6536909938 0.0000000000 0.0016066860 -2.3429243565 0.0012373463
1.6823130846 0.6393416524 0.0000000000 0.0017210585 -2.4247322083 0.0013267896
1.6828104258 0.6253892183 0.0000000000 0.0018438169 -2.5048768520 0.0014175363
1.6835608482 0.6118256450 0.0000000000 0.0019733871 -2.5833840370 0.0014962937
1.6851769686 0.5986410379 0.0000000000 0.0021110228 -2.6602613926 0.0015964014
1.6873550415 0.5858278275 0.0000000000 0.0022575189 -2.7354960442 0.0017108391
1.6888000965 0.5733696818 0.0000000000 0.0024147641 -2.8091385365 0.0018118012
1.6884539127 0.5612268448 0.0000000000 0.0025847009 -2.8813428879 0.0019078341
1.6873276234 0.5493669510 0.0000000000 0.0027649524 -2.9522180557 0.0019816491
1.6859698296 0.5377783179 0.0000000000 0.0029569815 -3.0218024254 0.0020542159
1.6846065521 0.5264552236 0.0000000000 0.0031590993 -3.0901093483 0.0021371311
1.6834151745 0.5153926611 0.0000000000 0.0033755521 -3.1571106911 0.0022231888
1.6822110415 0.5045864582 0.0000000000 0.0036000940 -3.2228112221 0.0022920137
1.6814339161 0.4940296412 0.0000000000 0.0038334108 -3.2872495651 0.0023431242
1.6808308363 0.4837162495 0.0000000000 0.0040860022 -3.3502240181 0.0023922790
1.6806225777 0.4736379385 0.0000000000 0.0043670218 -3.4115884304 0.0024560182
1.6801186800 0.4637842178 0.0000000000 0.0046708346 -3.4711771011 0.0025257841
1.6785010099 0.4541436434 0.0000000000 0.0049989931 -3.5288870335 0.0025968440
1.6748925447 0.4447055161 0.0000000000 0.0053630075 -3.5846140385 0.0026772586
1.6687759161 0.4354596734 0.0000000000 0.0057872804 -3.6382894516 0.0027869509
1.6604694128 0.4264021814 0.0000000000 0.0062727733 -3.6899616718 0.0029203901
1.6508098841 0.4175295830 0.0000000000 0.0068140230 -3.7396712303 0.0030739643
1.6401137114 0.4088382423 0.0000000000 0.0074068964 -3.7875044346 0.0032388507
1.6288280487 0.4003252983 0.0000000000 0.0080449292 -3.8335525990 0.0034236475
1.6170336008 0.3919891417 0.0000000000 0.0087128216 -3.8780057430 0.0036372049
1.6049743891 0.3838296235 0.0000000000 0.0094024520 -3.9208722115 0.0038854100
1.5923616886 0.3758479357 0.0000000000 0.0101096649 -3.9622309208 0.0041481173
1.5791156292 0.3680440485 0.0000000000 0.0108275060 -4.0021491051 0.0044398205
1.5657522678 0.3604201674 0.0000000000 0.0115524558 -4.0407280922 0.0047805682
1.5519586802 0.3529765904 0.0000000000 0.0122805601 -4.0780620575 0.0051490492
1.5375292301 0.3457112312 0.0000000000 0.0130025605 -4.1142268181 0.0055534597
1.5227956772 0.3386235535 0.0000000000 0.0137141366 -4.1492896080 0.0059829988
1.5078533888 0.3317126036 0.0000000000 0.0144211231 -4.1833152771 0.0064418828
1.4927700758 0.3249759376 0.0000000000 0.0151330829 -4.2163362503 0.0069202781
